pit_id,region,date,time,latitude,longitude,paired,species,stride_pattern,age_class,surface_temp,avg_tuna,avg_track_depth,avg_dens_0_10,avg_dens_0_20,avg_dens_0_30,track_length,track_width,avg_hh_0_10,avg_hh_0_20,avg_hh_0_30,avg_hh_0_40,avg_hh_0_50,ice_top_10,ice_top_20,ice_top_30,ice_top_40,ice_top_50,total_ice_10,total_ice_20,total_ice_30,total_ice_40,total_ice_50,vegetation_type
NE010921-2-1-NE,NE,1/9/21,-9999,48.36732,-117.5684,No,Wolf,NA,Adult,-9999,-9999,19,235,225.5,225.5,-9999,-9999,2.3,2.75,3.266666667,3.631578947,3.631578947,0,0,1,1,1,0,0,3,11,11,NA
NE011021-1-1-NE,NE,1/10/21,-9999,48.13235,-117.4455,No,Wolf,NA,Adult,-9999,-9999,7.333333333,305,305.25,302.3333333,12.5,14,3.3,3.25,3.233333333,3.325,3.276595745,0,0,0,0,0,0,0,0,0,0,NA
MV011321-BM-1-MV,MV,1/13/21,-9999,48.33131,-120.29699,No,Moose,NA,Adult,-9999,12,56.33333333,120,145,171,11,8.8,2.5,2.15,2.433333333,2.575,2.72,0,0,0,0,0,0,0,0,0,0,NA
MV011321-BM-2-MV,MV,1/13/21,-9999,48.33127,-120.297,No,Moose,NA,Adult,-9999,0,22,368,338,319,11,8.8,4,3.8,3.533333333,3.275,3.040816327,1,1,1,1,1,5,5,5,5,5,NA
MV011321-TR-1-MV,MV,1/13/21,-9999,48.37076,-120.41677,No,Moose,NA,Adult,-9999,9.75,43,193,167,175.1666667,12.5,10,2.9,2.7,2.8,2.875,2.9,1,1,1,1,1,3,3,3,3,3,NA
MV011421-2-MV,MV,1/14/21,-9999,48.36578,-120.40598,No,Moose,NA,Adult,-9999,0,25.33333333,219,304.5,346.1666667,13.5,9.5,2.2,3.1,3.366666667,3.525,3.58,1,1,1,1,1,3,8,8,8,8,NA
NE011621_2-1-NE,NE,1/16/21,-9999,48.27533,-117.50427,No,Moose,NA,Adult,-9999,-9999,48.83333333,298.5,295.75,276.8333333,-9999,-9999,4.2,3.65,3.3,2.975,3.14,1,1,1,1,1,2,2,2,2,2,NA
NE011621_1-1-NE,NE,1/16/21,-9999,48.26817,-117.54254,No,Moose,NA,Adult,-9999,-9999,85,271.5,289,320.6666667,17.5,13.5,3.9,3.5,3.466666667,3.65,3.72,0,1,1,1,1,0,3,5,7,7,NA
MV011821-1-MV,MV,1/18/21,-9999,48.37461,-120.41183,No,Moose,NA,Adult,-9999,0,49.33333333,247.5,234.75,241.3333333,13,13,3.2,2.9,2.966666667,2.975,2.98,1,1,1,1,1,4,4,4,4,4,NA
MV011921-3-MV,MV,1/19/21,-9999,48.42032,-119.8549,No,Coyote,NA,Unknown,-9999,9,6.416666667,178.5,216.5,226.3333333,6.75,5.75,2.2,2.5,2.666666667,2.8,2.88,1,1,1,1,1,3,5,5,6,7,NA
MV011921-2-MV,MV,1/19/21,-9999,48.43251,-119.94237,MV011921,Moose,NA,Adult,-9999,4.5,48.66666667,214.5,222.75,238.1666667,12,11,2,2.5,2.666666667,2.75,2.52,0,0,0,0,0,0,0,0,0,0,NA
MV011921-1-MV,MV,1/19/21,-9999,48.4328,-119.94333,MV011921,Moose,NA,Adult,-9999,1,22,354,380,393.5,12,11,4,3.75,3.833333333,3.625,3.625,0,0,0,0,0,0,0,0,0,0,NA
MV012121-1-MV,MV,1/21/21,-9999,48.26602,-120.15462,MV012121,Wolf,NA,Adult,-9999,8,18,205.5,215.75,242.8333333,11,10,2.1,2.5,2.766666667,2.825,3,0,0,0,0,0,0,0,0,0,0,NA
MV012121-2-MV,MV,1/21/21,-9999,48.26602,-120.15462,MV012121,Wolf,NA,Adult,-9999,4.75,18.66666667,224,259.75,270,11,10,1.7,1.95,2.266666667,2.275,2.30952381,0,0,0,0,0,0,0,0,0,0,NA
NE012521_2-1-NE,NE,1/25/21,-9999,48.38803,-117.55413,No,Deer,NA,Adult,-9999,3.5,16.33333333,307.5,307.5,307.5,-9999,-9999,3.4,4,4.130434783,4.130434783,4.130434783,1,1,1,1,1,4,10,13,13,13,NA
NE012521_1-1-NE,NE,1/25/21,-9999,48.26721,-117.56663,No,Bobcat,NA,Adult,-9999,2,1.6,-9999,-9999,-9999,5.5,5.5,2.4,3.1,3,3.2,3.4,1,1,1,1,1,0,4,5,5,7,NA
MV012521-1-MV,MV,1/25/21,11:05,48.48931,-120.1308,No,Coyote,NA,Adult,-5,2.5,3.166666667,260,266.25,263,8,6.5,2.8,2.4,2.433333333,2.461538462,2.461538462,0,0,0,0,0,0,0,0,0,0,NA
MV012621-1-MV,MV,1/26/21,14:35,48.26405,-120.21914,No,Wolf,NA,Unknown,-5,6.5,14,184.5,214.75,239.8333333,9.5,9.5,2.6,2.85,2.633333333,2.575,2.78,1,1,1,1,1,4,4,4,4,4,NA
NE012821-1-NE,NE,1/28/21,15:43,48.21983,-118.02198,No,Moose,NA,Adult,-9999,12.75,43.66666667,142.5,208.25,230,-9999,-9999,1,1.7,1.966666667,2.325,2.5,0,0,0,0,0,0,0,0,0,0,NA
MV012821-1-MV,MV,1/28/21,15:20,48.609,-120.18582,No,Coyote,NA,Adult,-5,10.75,14.66666667,94,148.5,183.3333333,7,4,3,2.1,1.733333333,1.95,2.2,0,0,0,0,1,0,0,0,0,1,NA
MV020121-1-MV,MV,2/1/21,10:15,48.31995,-120.1636,No,Coyote,NA,Adult,-4,8.5,15.66666667,156,154.75,177.1666667,9,7,2.2,2.35,2.6,2.575,2.66,0,0,0,0,0,0,0,0,0,0,NA
MV020221-1-MV,MV,2/2/21,11:45,48.40904,-120.48858,No,Cougar,NA,Adult,-1.5,7.25,13.16666667,200.5,232.25,248.5,7,8,2.5,2.85,2.766666667,2.725,2.78,0,0,0,0,0,0,0,0,0,0,NA
MV020321-1-MV,MV,2/3/21,14:55,48.42984,-119.92658,No,Moose,NA,Adult,-13,0.75,76.33333333,271,228,211,12,8,3.4,3.2,3.133333333,3.175,3.14,0,0,0,0,0,0,0,0,0,0,NA
NE020521_2-1-NE,NE,2/5/21,13:20,48.27207,-117.541278,NE020521_2,Coyote,NA,Adult,-1,11,20.5,129.5,164.5,193.3333333,-9999,-9999,1,1,1.666666667,2.3,2.68,0,0,0,1,1,0,0,0,6,8,NA
NE020521_2-2-NE,NE,2/5/21,14:02,48.272065,-117.541332,NE020521_2,Coyote,NA,Adult,-1,11.25,15.33333333,106.5,166.5,224.5,-9999,-9999,1,1.15,1.933333333,2.45,2.76,0,0,1,1,1,0,0,5,5,5,NA
NE020521_1-1-NE,NE,2/5/21,12:03,48.27121,-117.54597,No,Coyote,NA,Adult,-1,11.25,15,134.5,222.25,275.6666667,-9999,-9999,1,1,1.5,2.075,2.56,0,0,0,1,1,0,0,0,4,9,NA
NE020621-1-NE,NE,2/6/21,11:01,48.27488,-117.50728,No,Moose,NA,Adult,-1,3,41.33333333,229.5,277,305.1666667,-9999,-9999,2.8,3.4,3.433333333,3.675,3.94,0,0,1,1,1,0,0,2,6,16,NA
NE020721_1-1-NE,NE,2/7/21,13:13,48.34904,-117.55648,No,Bobcat,NA,Adult,-2,15,13.33333333,91.5,198.25,229.1666667,-9999,-9999,1,1.3,2.366666667,2.775,2.804878049,0,0,1,1,1,0,0,5,5,5,NA
NE020721_2-1-NE,NE,2/7/21,14:02,48.354211,-117.575475,No,Moose,NA,Adult,-4,12.25,31,131,196,196,16,13,1,2.1,2.366666667,2.5,2.5,0,0,0,0,0,0,0,0,0,0,NA
MV020921-1-MV,MV,2/9/21,16:34,48.61788,-119.9927,No,Moose,NA,Adult,-13.5,0,27.33333333,212.5,230,244.1666667,15,12,2.7,2.65,2.433333333,2.325,2.26,0,0,0,0,0,0,0,0,0,0,NA
MV021621_1-1-MV,MV,2/16/21,11:55,48.30813,-120.28188,No,Coyote,NA,Adult,-8,13.5,17.66666667,77.5,157.5,184.8333333,-9999,-9999,1,1.2,1.666666667,1.975,2.18,0,1,1,1,1,0,1,3,3,3,NA
NE021921_1-1-NE,NE,2/19/21,12:46,48.222603,-117.481543,No,Moose,NA,Adult,-9999,16,40.66666667,124.5,169.75,209,13,10,1,1,1.666666667,2.25,2.48,0,0,0,1,1,0,0,0,2,4,NA
NE022221_1-1-NE,NE,2/22/21,9:47,48.39047,-117.56947,NE022221_1,Wolf,NA,Adult,-9999,9.5,14.33333333,233,264.25,290.8333333,11,8.5,2,2.5,3,2.864864865,2.864864865,0,0,0,0,0,0,0,0,0,0,NA
NE022221_2-1-NE,NE,2/22/21,11:43,48.39413,-117.57022,NE022221_1,Wolf,NA,Adult,0,10.5,21.33333333,227,274.5,285.5,-9999,-9999,2,2.7,2.8,3.131578947,3.131578947,0,1,1,1,1,0,3,3,3,3,NA
NE022321_3-1-NE,NE,2/23/21,12:32,48.23159,-117.45886,No,Moose,NA,Adult,0,2.5,30,277,318,313,-9999,-9999,3,3.25,3.233333333,3,3.2,0,0,0,0,0,0,0,0,0,0,NA
NE022321_2-1-NE,NE,2/23/21,11:29,48.2439,-117.46988,NE022321_2,Moose,NA,Adult,-1,4.75,42.66666667,219,250.25,271.5,-9999,-9999,3,3.3,3.566666667,3.575,3.66,0,0,1,1,1,0,0,1,4,7,NA
NE022321_1-1-NE,NE,2/23/21,10:33,48.24616,-117.47468,NE022321_2,Moose,NA,Adult,0,4.25,47,269,299.5,312.3333333,-9999,-9999,3.2,2.95,3.133333333,3.35,3.48,0,0,0,0,0,0,0,0,0,0,NA
MV022321-1-MV,MV,2/23/21,15:15,48.48842,-120.09542,No,Coyote,NA,Adult,-5,1.5,7.666666667,203,242.5,259.3333333,7.5,7,1.6,2.55,2.766666667,2.825,2.8,1,1,1,1,1,0,5,5,5,5,NA
NE022421_1-1-NE,NE,2/24/21,10:11,48.24464,-118.05055,No,Coyote,NA,Adult,-9,1.75,0.233333333,239,275.75,291.6666667,7,6.5,1.5,1.6,2.2,2.75,3.29787234,0,0,0,1,1,0,0,0,4,13,NA
NE022421_2-1-NE,NE,2/24/21,11:05,48.24211,-118.05329,No,Moose,NA,Adult,-3,2,20,283.5,297.25,297.25,-9999,-9999,4.2,4.5,4.5,4.090909091,4.090909091,1,1,1,1,1,6,14,23,23,23,NA
NE022421_3-1-NE,NE,2/24/21,11:51,48.24186,-118.05748,No,Coyote,NA,Adult,-5,3.75,5.333333333,256,280,280,8.4,5.7,2.7,2.8,3.366666667,3.15625,3.15625,0,1,1,1,1,0,1,10,10,10,NA
NE022821_2-1-NE,NE,2/28/21,12:54,48.23688,-117.44931,No,Coyote,NA,Adult,-1,6.75,4.166666667,248,293.5,298,9,6.5,2.5,2.65,3,2.9,2.72,0,0,0,0,0,0,0,0,0,0,NA
NE022821_3-1-NE,NE,2/28/21,14:00,48.24682,-117.45888,No,Bobcat,NA,Adult,-0.5,2,1.416666667,366.5,338.75,331,-9999,-9999,2.7,2.35,2.366666667,2.525,2.64,0,0,0,0,0,0,0,0,0,0,NA
NE022821_1-1-NE,NE,2/28/21,10:34,48.24454,-117.52728,No,Coyote,NA,Adult,-4,7.75,5.416666667,304.5,296,292.8333333,-9999,-9999,2.4,2.9,2.933333333,3.1,2.76,1,1,1,1,1,1,3,3,6,7,NA
NE030221_1-1-NE,NE,3/2/21,10:58,48.36877,-117.7798,No,Moose,NA,Adult,-1,2.5,34.66666667,231.5,244.5,272.5,-9999,-9999,2.85,2.525,2.683333333,2.5125,2.41,0,0,0,0,0,0,0,0,0,0,NA
NE030221_2-1-NE,NE,3/2/21,11:25,48.36877,-117.7798,No,Bobcat,NA,Adult,0,6,11.66666667,228.5,250.25,267.3333333,-9999,-9999,2,2.3,2.366666667,2.525,3.3,0,1,1,1,1,0,2,2,2,7,NA
MV030221_4-1-MV,MV,3/2/21,0:00,48.33112,-119.89538,No,Wolf,NA,Adult,-3,2.25,1.833333333,367,338.5,361.5,13,11,3.9,2.95,3.233333333,2.975,2.98,1,1,1,1,1,7,7,13,13,13,NA
MV030221_1-1-MV,MV,3/2/21,10:50,48.31758,-119.90662,No,Coyote,NA,Adult,-6,0.5,0.01,264,279.5,304.3333333,7,5.7,1.6,2.1,2.133333333,2.2,2.16,0,0,0,0,0,0,0,0,0,0,NA
MV030221_3-1-MV,MV,3/2/21,13:20,48.27358,-119.90788,No,Moose,NA,Adult,-4,4.75,29.66666667,284,286.5,312.1666667,14,11.4,2.2,2.3,2.5,2.275,2.28,0,0,0,0,0,0,0,0,0,0,NA
MV030221_2-1-MV,MV,3/2/21,12:39,48.2789,-119.92826,No,Coyote,NA,Adult,-5,5.5,8.333333333,199,222.25,234.6666667,7,6,1.6,2.1,2.066666667,2.2,2.36,0,0,0,0,0,0,0,0,0,0,NA
MV030321-1-MV,MV,3/3/21,16:27,48.3749,-120.42287,No,Coyote,NA,Adult,-7,4.25,5.333333333,314,316.25,330.6666667,6.5,5.5,2.6,2.5,2.666666667,2.8,2.76,1,1,1,1,1,2,2,2,2,2,NA
NE030621_6-1-NE,NE,3/6/21,14:45,48.172166,-117.172166,No,Wolf,NA,Adult,-1,7.75,8.333333333,367.5,382.25,367.3333333,-9999,-9999,2.7,3.25,3.5,3.125,3.26,0,1,1,1,1,0,0,4,4,4,NA
NE030621_4-1-NE,NE,3/6/21,12:54,48.133667,-117.465905,No,Cougar,NA,Adult,-1,8,13.16666667,342.5,364,369,-9999,-9999,3,3,2.666666667,2.973684211,2.973684211,0,0,0,1,1,0,0,0,5,5,NA
NE030621_1-1-NE,NE,3/6/21,10:40,48.13959,-117.47525,No,Wolf,NA,Adult,1,4.5,6.5,337,347.25,353,-9999,-9999,3,3.45,3.166666667,3.125,3.1,0,0,0,0,0,0,0,0,0,0,NA
NE030621_5-1-NE,NE,3/6/21,14:17,48.1721,-117.48999,No,Wolf,NA,Adult,-0.5,6.5,4.666666667,360.5,374.25,370,-9999,-9999,2.6,3.3,3.666666667,3.825,3.86,0,1,1,1,1,0,0,4,7,7,NA
NE030721-1-NE,NE,3/7/21,11:47,48.34875,-117.590217,No,Coyote,NA,Adult,-1,4,4.666666667,260,319.75,319.75,8,7,3.1,3.3,3.827586207,3.827586207,3.827586207,0,1,1,1,1,0,2,11,11,11,NA
NE030821-1-NE,NE,3/8/21,15:45,48.27594,-117.5839,No,Wolf,NA,Adult,-5,5,5,269.5,289.5,300.6666667,12,10.25,1.6,2.25,2.5,2.625,2.96,0,0,0,0,1,0,0,0,0,3,NA
MV030921_4-1-MV,MV,3/9/21,14:20,48.71778,-119.949,No,Wolf,NA,Adult,-9,6.25,21.33333333,278.5,283,288.1666667,12,9,1,1.05,1.366666667,1.525,2.04,0,0,0,1,1,0,0,0,0,7,NA
MV030921_5-1-MV,MV,3/9/21,15:50,48.65415,-119.97526,MV030921_3,Coyote,NA,Adult,-8.5,4,9.5,221.5,224.75,235.3333333,7,7,1.6,1.65,1.766666667,1.75,1.6,0,0,0,1,1,0,0,0,1,1,NA
MV030921_3-1-MV,MV,3/9/21,12:15,48.61125,-120.00687,MV030921_3,Coyote,NA,Adult,-5,0.5,0.2,337,319.75,339.8333333,7.5,5.5,3,3.55,3.033333333,3.075,2.96,1,1,1,1,1,0,7,7,11,13,NA
MV030921_2-1-MV,MV,3/9/21,11:18,48.613,-120.0538,No,Bobcat,NA,Adult,-6,0.5,0,284,284.5,292,4.5,5.5,3.7,3.35,2.9,2.675,2.58,1,1,1,1,1,1,3,3,3,5,NA
MV030921_1-1-MV,MV,3/9/21,10:37,48.61396,-120.07117,No,Deer,NA,Adult,-4,0.75,2.333333333,346,354.25,364.1666667,9,8,3.1,2.95,2.833333333,2.675,2.34,0,0,1,1,1,0,0,2,5,5,NA
NE031321_2-1-NE,NE,3/13/21,15:58,48.36817,-117.54043,No,Bobcat,NA,Adult,-1,3.5,2.5,294.5,310.75,323.1666667,5.7,5.4,3.6,3.45,3.3,3.25,3.4,0,0,0,0,0,0,0,0,0,0,NA
NE031321_1-1-NE,NE,3/13/21,14:48,48.41102,-117.55776,No,Moose,NA,Adult,0,4.25,27.66666667,393,339.25,333,-9999,-9999,3,3.45,3.666666667,3.942857143,3.942857143,0,1,1,1,1,0,3,10,10,10,NA
MV031721-1-MV,MV,3/17/21,12:05,48.42876,-119.91369,No,Coyote,NA,Adult,-5,0.5,7.836666667,333,341.5,337,7.6,5.7,3,3,3.266666667,3.25,3.2,0,0,1,1,1,0,0,1,2,2,NA
LK-0104-A-WLF-03-MV,MV,1/4/22,12:53,48.32275,-120.13812,No,Wolf,Walk,Adult,-11,12,30.33333333,150,147.75,169.3333333,10,8,2,2,2,1.85,1.68,0,0,0,0,0,0,0,0,0,0,Open Forest
LK-0104-A-WLF-01-MV,MV,1/4/22,11:52,48.323048,-120.138075,LK-0104-A-WLF,Wolf,Walk,Adult,-11,14.5,17.7,151,141.25,141.25,7,6,2,1.5,1.384615385,1.384615385,1.384615385,0,0,0,0,0,0,0,0,0,0,Dense Forest
LK-0104-A-WLF-02-MV,MV,1/4/22,12:12,48.32307,-120.13817,LK-0104-A-WLF,Wolf,Walk,Adult,-11,12.25,23,160,191.5,191.5,10,8,2,1.6,1.4,1.387096774,1.387096774,0,0,0,0,0,0,0,0,0,0,Dense Forest
LK-0104-B-DR-01-MV,MV,1/4/22,13:45,48.32195,-120.1414,LK-0104-C-DR,Deer,Walk,Adult,-12,15.75,26.66666667,132,143.5,177,9,5,2,2,1.733333333,1.55,2.090909091,0,0,0,0,0,0,0,0,0,0,Open Forest
LK-0104-C-DR-02-MV,MV,1/4/22,15:00,48.33234,-120.15789,LK-0104-C-DR,Deer,Walk,Adult,-12.5,12.75,33.16666667,139.5,156.75,181.3333333,6,4,2,1.85,1.566666667,1.525,1.613636364,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0105-B-COU-3-MV,MV,1/5/22,11:25,48.60456,-120.16193,No,Cougar,Walk,Adult,-10,10.5,28.83333333,147.5,187,207.5,9,10,1.6,2,1.7,1.575,1.613636364,0,0,0,0,0,0,0,0,0,0,Road
CB-0105-A-COU-01-MV,MV,1/5/22,9:35,48.57947,-120.16536,CB-0105-A-COU,Cougar,Walk,Adult,-14,13.25,21,139,195.25,221.8333333,11,10,1.8,1.55,1.4,1.55,1.409090909,0,0,0,0,0,0,0,0,0,0,Road
CB-0105-A-COU-02-MV,MV,1/5/22,9:55,48.57958,-120.16536,CB-0105-A-COU,Cougar,Walk,Adult,-12,10,27.83333333,131.5,177.25,197.6666667,10,9,1.7,1.8,1.533333333,1.55,1.56097561,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0105-A-DR-01-MV,MV,1/5/22,10:15,48.57959,-120.16537,No,Deer,Walk,Juvenile,11.5,12.25,30.33333333,136.5,172.5,195.1666667,6,4,1.8,1.45,1.3,1.184210526,1.184210526,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0108-B-MOO-01-MV,MV,1/8/22,10:36,48.61345,-120.05865,No,Moose,Walk,Adult,-10,13.25,37.66666667,125.5,143,165,13,13,1,1.05,1.366666667,1.325,1.224489796,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0108-B-MOO-02-MV,MV,1/8/22,10:53,48.61343,-120.05889,CB-0108-B-MOO,Moose,Walk,Adult,-10,13,45.66666667,126.5,126.75,161.1666667,11,9,1.4,1.35,1.566666667,1.475,1.38,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0108-B-MOO-03-MV,MV,1/8/22,11:14,48.6134,-120.05904,CB-0108-B-MOO,Moose,Walk,Adult,-11,14,44.66666667,108.5,124.25,150.8333333,12,11,1,1,1.233333333,1.325,1.26,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-0108-A-MD-01-MV,MV,1/8/22,9:40,48.59336,-120.09641,No,Deer,Walk,Adult,-11.5,16.25,47.66666667,98,112.5,146.1666667,8,5,1,1,1.2,1.4,1.34,0,0,0,0,0,0,0,0,0,0,Road
BC-0111-A-MOO-02-MV,MV,1/11/22,10:25,48.64317,-119.97135,BC-0111-A-MOO,Moose,Walk,Adult,-1,13.75,40,119,133.5,154.3333333,10,9,2,2.05,2.366666667,2.225,1.98,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0111-A-MOO-01-MV,MV,1/11/22,10:21,48.64325,-119.97139,BC-0111-A-MOO,Moose,Walk,Adult,-1,11,38,141,157.25,169.3333333,15,11,1.4,1.4,1.4,1.3,1.24,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0111-C-MD-01-MV,MV,1/11/22,14:15,48.58701,-120.12235,BC-0111-C-MD,Deer,Walk,Adult,-5,8.75,20.33333333,171.5,233.5,233.5,8,5,1.2,1.85,1.633333333,1.666666667,1.666666667,0,0,0,0,0,0,0,0,0,0,Road
BC-0111-C-MD-02-MV,MV,1/11/22,14:20,48.58701,-120.12235,BC-0111-C-MD,Deer,Walk,Adult,-5,12,34,131.5,135.75,152.6666667,9,6,2,2,2.233333333,1.975,1.78,0,0,0,0,0,0,0,0,0,0,Road
EM-0112-C-BOB-02-MV,MV,1/12/22,16:27,48.70541,-120.12551,EM-0112-C-BOB,Bobcat,Walk,Adult,-1,8.25,4.833333333,185.5,182.25,205.1666667,5.5,6,3,2.75,2.766666667,2.525,2.22,0,0,0,0,0,0,0,0,0,0,Road
EM-0112-C-BOB-01-MV,MV,1/12/22,16:10,48.70577,-120.12556,EM-0112-C-BOB,Bobcat,Walk,Adult,-1,10.25,15.66666667,150.5,150.75,176.3333333,5,6,1.7,1.85,1.9,1.775,1.82,0,0,0,0,0,0,0,0,0,0,Road
EM-0112-B-MOO-01-MV,MV,1/12/22,13:54,48.65015,-120.15153,EM-0112-B-MOO,Moose,Walk,Adult,-1,12,52,130,135.5,153.5,11,10,1.7,1.85,2.2,2.3,2.04,0,0,0,0,0,0,0,0,0,0,Open Forest
EM-0112-B-MOO-02-MV,MV,1/12/22,14:08,48.65048,-120.15167,EM-0112-B-MOO,Moose,Walk,Adult,-1,11,41,148.5,160.5,184.3333333,14,10,2.6,2.3,2.466666667,2.3,2.04,0,0,0,0,0,0,0,0,0,0,Open Forest
EM-0112-A-COU-02-MV,MV,1/12/22,12:57,48.639616,-120.154981,EM-0112-A-COU,Cougar,Walk,Adult,-1,8.5,39,166,184,208.3333333,9,8,2.4,2.45,1.966666667,1.725,1.88,0,0,0,0,0,0,0,0,0,0,Open Forest
EM-0112-A-COU-01-MV,MV,1/12/22,12:51,48.63966,-120.15508,EM-0112-A-COU,Cougar,Walk,Adult,-1,8,36.66666667,186.5,209.25,218.8333333,9,8,1,1.3,1.266666667,1.2,1.2,0,0,0,0,0,0,0,0,0,0,Open Forest
CB-1112-A-WTD-01-MV,MV,1/12/22,8:54,48.60283,-120.16857,CB-1112-A-WTD,Deer,Walk,Adult,-1,9,38.66666667,164.5,183.25,188.6666667,8,5,1.7,1.9,1.733333333,1.8,1.666666667,0,0,0,0,0,0,0,0,0,0,Road
CB-1112-A-WTD-02-MV,MV,1/12/22,9:14,48.60284,-120.16865,CB-1112-A-WTD,Deer,Walk,Adult,-1,10,38,136.5,168.25,185.8333333,8,5,2,2.1,2,1.8,1.933333333,0,0,0,0,0,0,0,0,0,0,Open Forest
LK-0113-A-COY-01-MV,MV,1/13/22,9:05,48.34041,-120.15812,LK-0113-A-COY,Coyote,Trot,Adult,-0.5,5.75,11.33333333,220.5,254,280.8333333,7,3.5,2.1,2.5,2.466666667,2.125,2.066666667,0,0,0,0,0,0,0,0,0,0,Road
LK-0113-A-COY-02-MV,MV,1/13/22,9:20,48.34041,-120.15812,LK-0113-A-COY,Coyote,Trot,Adult,-0.5,6,12,177.5,198.5,232,5,4,2.2,2.35,2.566666667,2.289473684,2.552631579,0,0,0,0,0,0,0,0,0,0,Road
LK-0113-C-WLF-01-MV,MV,1/13/22,12:10,48.32793,-120.16016,LK-0113-C-WLF,Wolf,Walk,Adult,-1,5.75,22,215,224,224,11.5,9,2.6,2.55,2.033333333,1.742857143,1.742857143,0,0,0,0,0,0,0,0,0,0,Riparian
LK-0113-C-WLF-02-MV,MV,1/13/22,12:15,48.3282,-120.16053,LK-0113-C-WLF,Wolf,Walk,Adult,-1,6.25,25.66666667,175,159,172.5,11,10.5,2.4,2.2,2.133333333,2.25,2,0,0,0,0,0,0,0,0,0,0,Open Forest
LK-0113-B-WLF-01-MV,MV,1/13/22,10:14,48.32834,-120.1615,LK-0113-B-WLF,Wolf,Walk,Adult,0,6.75,25.16666667,173,160.5,199.8333333,12,11,2.2,2.1,2.166666667,2.375,2.38,0,0,0,0,0,0,0,0,0,0,Road
LK-0113-B-WLF-02-MV,MV,1/13/22,10:25,48.32834,-120.1615,LK-0113-B-WLF,Wolf,Walk,Adult,0,6,27,166,144.5,157.5,12,10,2.1,2.05,2.033333333,2.275,2.54,0,0,0,0,0,0,0,0,0,0,Road
CB-0114-B-BOB-01-MV,MV,1/14/22,14:42,48.59223,-120.09718,No,Bobcat,Walk,Adult,-2.5,1.75,12.16666667,192,205.25,221.5,6.5,6,1.6,2,2.066666667,1.95,1.926829268,0,0,0,0,0,0,0,0,0,0,Road
CB-0114-A-MOO-01-MV,MV,1/14/22,13:45,48.58902,-120.13214,No,Moose,Walk,Adult,-2,4.75,45.66666667,172,189.25,209.3333333,13,10,2.4,2.2,2.4,2.175,1.94,0,0,0,0,0,0,0,0,0,0,Road
CB-0114-C-MOO-02-MV,MV,1/14/22,15:37,48.57884,-120.15977,CB-0114-C-MOO,Moose,Walk,Adult,-2,2.25,44,174,171.75,190.1666667,10,8,2.5,2.25,2.433333333,2.125,1.9,0,0,0,0,0,0,0,0,0,0,Road
CB-0114-C-MOO-04-MV,MV,1/14/22,16:17,48.75882,-120.15984,CB-0114-C-MOO,Moose,Walk,Adult,-2,3,44.66666667,155,158.75,180.3333333,11,10,2.4,2.2,2.4,2.15,1.92,0,0,0,0,0,0,0,0,0,0,Road
CB-0114-C-MOO-03-MV,MV,1/14/22,15:57,48.57883,-120.16004,CB-0114-C-MOO,Moose,Walk,Adult,-2,2,37,200.5,204.75,218.8333333,11,8,2.7,2.4,2.466666667,2.25,2,0,0,0,0,0,0,0,0,0,0,Open Forest
NS-0116-B-MOO-02-MV,MV,1/16/22,12:31,48.43475,-119.88198,No,Moose-Juv,Walk,Juvenile,-2,8.75,56.5,162.5,188,206.1666667,16,10,2.2,2.1,2.366666667,2.275,2.04,0,0,0,0,0,0,0,0,0,0,Dense Forest
NS-0116-C-MOO-01-MV,MV,1/16/22,12:05,48.43475,-119.88198,NS-0116-C-MOO,Moose,Walk,Adult,-2,8,58,159.5,169.75,188,17,11,1.4,1.75,2.166666667,1.925,1.74,0,0,0,0,0,0,0,0,0,0,Dense Forest
NS-0116-C-MOO-02-MV,MV,1/16/22,12:56,48.43475,-119.88198,NS-0116-C-MOO,Moose,Walk,Adult,-2,8.75,54.66666667,165,177.5,194,17.5,11,3,2.55,2.6,2.3,2.04,0,0,0,0,0,0,0,0,0,0,Dense Forest
NS-0116-B-MOO-01-MV,MV,1/16/22,11:50,48.43475,-119.88201,No,Moose-Juv,Walk,Juvenile,-2,7.75,54,160,191.75,200.8333333,16,9,3.1,2.95,2.966666667,2.825,2.66,0,0,0,0,0,0,0,0,0,0,Dense Forest
NS-0116-D-COY-01-MV,MV,1/16/22,14:20,48.44038,-119.89359,NS-0116-D-COY,Coyote,Trot,Adult,-1,8.75,17.33333333,164.5,182.5,200.1666667,6,5.5,2.1,2.25,2.366666667,2.025,1.82,0,0,0,0,0,0,0,0,0,0,Open Forest
NS-0116-D-COY-02-MV,MV,1/16/22,15:00,48.44038,-119.89359,NS-0116-D-COY,Coyote,Trot,Adult,-1,9.25,19.16666667,169,193.25,217.1666667,6,5.5,2.8,2.7,2.833333333,2.625,2.3,0,0,0,0,0,0,0,0,0,0,Open Forest
