pit_id,region,date,time,latitude,longitude,paired,species,stride_pattern,age_class,surface_temp,avg_tuna,avg_track_depth,avg_dens_0_10,avg_dens_0_20,avg_dens_0_30,track_length,track_width,avg_hh_0_10,avg_hh_0_20,avg_hh_0_30,avg_hh_0_40,avg_hh_0_50,ice_top_10,ice_top_20,ice_top_30,ice_top_40,ice_top_50,total_ice_10,total_ice_20,total_ice_30,total_ice_40,total_ice_50,vegetation_type
BH-0322-B-WTD-02-MV,MV,3/22/22,9:37,48.5986,-120.43536,BH-0322-B-WTD,Deer,Walk,Adult,-1,2,7.333333333,451.5,425.75,425.75,7.5,6,1.8,2.1,2.25,2.25,2.25,0,0,0,0,0,0,0,0,0,0,Open Forest
BH-0322-A-WTD-02-MV,MV,3/22/22,8:58,48.59859,-120.43538,BH-0322-A-WTD,Deer,Walk,Juvenile,-1,2,15,432,423.5,423.5,7,4.5,1.7,1.85,1.9,1.9,1.9,0,0,0,0,0,0,0,0,0,0,Open Forest
BH-0322-B-WTD-01-MV,MV,3/22/22,9:26,48.5986,-120.43542,BH-0322-B-WTD,Deer,Walk,Adult,-1,2,8,391,386.75,386.75,8,6,2,2.45,2.714285714,2.714285714,2.714285714,0,0,0,0,0,0,0,0,0,0,Open Forest
WK-0323-A-WLF-03-DENA,DENA,3/23/22,14:29,63.69649,-149.34047,WK-0323-A-WLF,Wolf,Walk,Adult,-9,7.25,8.333333333,242,277.5,320.5,13.5,13,2,2.5,3,3.425,3.38,0,0,0,1,1,0,0,0,7,7,Tundra
WK-0323-A-WLF-01-DENA,DENA,3/23/22,12:47,63.69621,-149.3407,WK-0323-A-WLF,Wolf,Walk,Adult,-13.5,4,3.833333333,312.5,331.75,336.3333333,13,11.5,2.5,3.15,3.433333333,3.325,3.44,0,0,0,0,0,0,0,0,0,0,Tundra
WK-0323-A-WLF-02-DENA,DENA,3/23/22,13:50,63.6926,-149.34213,WK-0323-A-WLF,Wolf,Walk,Adult,-9,3.5,3.333333333,312.5,309.75,343.3333333,13,12,2.6,2.75,2.766666667,3.075,3.26,0,0,0,0,0,0,0,0,0,0,Tundra
OO-0325-A-BOU-01-DENA,DENA,3/25/22,12:16,63.96636,-149.43499,OO-0325-A-BOU,Caribou,Walk,Unknown,-2,0,1.333333333,437.5,439,439,9,12,4,4,4.066666667,3.8,3.5,0,0,1,1,1,0,0,2,2,2,Tundra
OO-0325-A-BOU-02-DENA,DENA,3/25/22,12:16,63.96638,-149.435,OO-0325-A-BOU,Caribou,Walk,Unknown,-3,0,6.5,320,346,346,12.5,11,2.8,3.2,3.4,3.05,2.711111111,0,0,0,0,0,0,0,0,0,0,Tundra
OO-0325-B-BOU-04-DENA,DENA,3/25/22,13:09,63.96478,-149.44595,OO-0325-B-BOU,Caribou,Walk,Unknown,-3,0,1.166666667,463.5,463.5,463.5,10,12,4,4.15,3.814814815,3.814814815,3.814814815,0,1,1,1,1,0,3,3,3,3,Tundra
OO-0325-B-BOU-03-DENA,DENA,3/25/22,13:09,63.96483,-149.44624,OO-0325-B-BOU,Caribou,Walk,Unknown,-2,0,0.833333333,447,417.25,405,12,12.5,4,3.6,3.466666667,3.2,3.16,0,0,1,1,1,0,0,2,2,4,Tundra
OO-0325-D-BOU-09-DENA,DENA,3/25/22,14:50,63.96872,-149.44822,OO-0325-D-BOU,Caribou,Walk,Unknown,-3,1.5,5.666666667,351.5,328,328,14,14,2.4,2.3,2.066666667,2.066666667,2.066666667,0,0,0,0,0,0,0,0,0,0,Tundra
OO-0325-D-BOU-08-DENA,DENA,3/25/22,14:20,63.96878,-149.4483,OO-0325-D-BOU,Caribou,Walk,Unknown,-6,0.5,7.666666667,325.5,336.75,332,10,11,2.5,3.1,3.133333333,3.1,3.47826087,0,0,0,0,0,0,0,0,0,0,Tundra
OO-0325-D-BOU-07-DENA,DENA,3/25/22,14:20,63.96876,-149.44831,OO-0325-D-BOU,Caribou,Walk,Unknown,-3,2,9.166666667,335,374,381.6666667,12,13,2.4,2.55,2.8,2.65,2.72,1,1,1,1,1,1,1,4,4,4,Tundra
OO-0325-C-BOU-05-DENA,DENA,3/25/22,13:39,63.96824,-149.45012,OO-0325-C-BOU,Caribou,Walk,Unknown,-3,0,7.666666667,362,382.25,388.8333333,12,13,2.3,2.5,2.666666667,2.75,2.92,0,0,0,0,0,0,0,0,0,0,Tundra
OO-0325-C-BOU-06-DENA,DENA,3/25/22,13:39,63.96824,-149.45012,OO-0325-C-BOU,Caribou,Walk,Unknown,-4,0,4,366,369,385.5,10.5,12.5,3,3,3,3.05,3.08,1,1,1,1,1,3,3,3,4,5,Tundra
BC-0105-23-A-DR-02-MV,MV,1/5/23,16:15,48.4917,-120.11929,BC-0105-23-A-DR,Deer,Walk,Juvenile,-9999,9.25,18.33333333,160.5,174.25,203.8333333,5,4,2,2.5,2.8,2.625,2.5,0,1,1,1,1,0,0,2,2,2,Open Forest
BC-0105-23-A-DR-01-MV,MV,1/5/23,16:03,48.4917,-120.11932,BC-0105-23-A-DR,Deer,Walk,Juvenile,-9999,8.25,16.16666667,143.5,184,209.8333333,4.5,4,2,2.1,2.433333333,2.375,2.3,0,0,1,1,1,0,0,1,1,1,Open Forest
TR-0107-23-A-COY-02-MV,MV,1/7/23,15:14,48.37397,-120.41029,TR-0107-23-A-CO,Coyote,Walk,Adult,-9999,3.25,3,312,286.75,274,10,7,3,3,3.066666667,2.9,2.87804878,1,1,1,1,1,1,1,1,2,2,Open Forest
TR-0107-23-A-COY-01-MV,MV,1/7/23,15:04,48.37401,-120.41037,TR-0107-23-A-CO,Coyote,Walk,Adult,-9999,14.75,35,101.5,137.25,205.5,10,7,3,3,3,3.15,3.24,0,0,0,1,1,0,0,0,3,3,Road
EM-0108-23-A-COU-04-MV,MV,1/8/23,10:47,48.60364,-120.16224,EM-0108-23-A-CO,Cougar,Walk,Adult,-1,10.25,23.5,206,200,222.6666667,9,10,2.1,2.6,2.533333333,2.55,2.5,0,0,0,0,0,0,0,0,0,0,Riparian
EM-0108-23-A-COU-05-MV,MV,1/8/23,11:04,48.60362,-120.16225,EM-0108-23-A-CO,Cougar,Walk,Adult,-1,12.75,30.5,202.5,184,183.8333333,9.5,10.5,2,2.6,2.733333333,2.825,2.92,0,0,0,0,0,0,0,0,0,0,Riparian
EM-0108-23-A-COU-03-MV,MV,1/8/23,10:31,48.60365,-120.16229,EM-0108-23-A-CO,Cougar,Walk,Adult,-1,9.75,30.33333333,205.5,193.5,212,10,12.5,2,2.5,2.833333333,2.925,2.76,0,0,0,0,0,0,0,0,0,0,Riparian
EM-0108-23-A-COU-01-MV,MV,1/8/23,9:54,48.59357,-120.16307,EM-0108-23-A-CO,Cougar,Walk,Adult,-1,3.75,4.333333333,416,410.75,416.1666667,8.5,8.5,2.8,3.25,3.366666667,3.15,3.45,0,0,0,0,0,0,0,0,0,0,Road
EM-0108-23-A-COU-02-MV,MV,1/8/23,10:07,48.59365,-120.16315,EM-0108-23-A-CO,Cougar,Walk,Adult,-1,4.25,4.166666667,361,401.75,393.3333333,8,9,2.1,2.85,2.966666667,3,3.256410256,0,0,0,1,1,0,0,0,2,4,Road
EM-0108-23-A-COU-06-MV,MV,1/8/23,11:44,48.59802,-120.16324,EM-0108-23-A-CO,Cougar,Walk,Adult,-1,3.25,3.166666667,394.5,417.25,433.8333333,8,9,2.6,3.3,3.533333333,3.35,3.268292683,0,0,0,0,0,0,0,0,0,0,Road
BC-0111-23-B-COU-03-MV,MV,1/11/23,9:27,48.58144,-120.16621,BC-0111-23-B-CO,Cougar,Walk,Adult,-2,1.25,12.33333333,301,270,277.8333333,9,11,3.5,3.25,2.933333333,3.1,3.08,0,0,0,1,1,0,0,0,4,4,Open Forest
BC-0111-23-C-COU-06-MV,MV,1/11/23,10:16,48.58167,-120.1663,BC-0111-23-C-CO,Cougar,Walk,Adult,-1.5,0,1.5,317,316.25,318.8333333,9.5,11,2.9,3.15,2.9,2.625,2.3,1,1,1,1,1,3,5,5,5,5,Open Forest
BC-0111-23-B-COU-04-MV,MV,1/11/23,9:32,48.58144,-120.16631,BC-0111-23-B-CO,Cougar,Walk,Adult,-2,1,17,294.5,288,295.8333333,10,12,2.6,2.5,2.7,2.6,2.44,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0111-23-C-COU-05-MV,MV,1/11/23,10:12,48.58163,-120.16632,BC-0111-23-C-CO,Cougar,Walk,Adult,-1.5,0,0,340.5,371.75,366,9.5,10.5,3.8,3.4,3.1,2.725,2.32,1,1,1,1,1,6,6,6,6,6,Open Forest
BC-0111-23-A-COU-01-MV,MV,1/11/23,8:40,48.58049,-120.16678,BC-0111-23-A-CO,Cougar,Walk,Adult,-2,1.75,2,300.5,283.5,289.1666667,10.5,12.5,3.8,3.5,3.466666667,3.35,3.12,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0111-23-A-COU-02-MV,MV,1/11/23,8:51,48.58049,-120.58049,BC-0111-23-A-CO,Cougar,Walk,Adult,-2,1,1.5,303,288.5,287.8333333,11.5,12,3,3.05,3.066666667,2.825,2.66,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0113-23-A-MOO-03-MV,MV,1/13/23,12:02,48.58717,-120.12292,BC-0113-23-A-MO,Moose,Walk,Adult,-0.5,2,4.833333333,414.5,445.25,435,13.5,12,2.9,3.35,3.566666667,3.916666667,3.916666667,0,0,0,1,1,0,0,0,5,5,Road
BC-0113-23-A-MOO-04-MV,MV,1/13/23,12:02,48.58717,-120.12292,BC-0113-23-A-MO,Moose-Juv,Walk,Juvenile,-0.5,2,4.333333333,414.5,445.25,435,9,8,2.9,3.35,3.566666667,3.916666667,3.916666667,0,0,0,1,1,0,0,0,5,5,Road
BC-0113-23-A-MOO-01-MV,MV,1/13/23,11:51,48.58729,-120.12299,BC-0113-23-A-MO,Moose,Walk,Adult,-0.5,1.75,6,502,523.25,507.8333333,14,11.5,3.8,4.05,3.933333333,3.714285714,3.714285714,0,1,1,1,1,0,3,3,3,3,Road
BC-0113-23-A-MOO-02-MV,MV,1/13/23,11:51,48.58729,-120.12299,BC-0113-23-A-MO,Moose-Juv,Walk,Juvenile,-0.5,1.75,3.666666667,502,523.25,507.8333333,8,7.5,3.8,4.05,3.933333333,3.714285714,3.714285714,0,1,1,1,1,0,3,3,3,3,Road
BC-0113-23-A-COY-02-MV,MV,1/13/23,11:09,48.58038,-120.15453,BC-0113-23-A-CO,Coyote,Walk,Adult,-1,7,6.833333333,225.5,245.75,247.3333333,7,4.5,2.6,3.05,2.766666667,2.85,3.063829787,0,0,0,0,0,0,0,0,0,0,Road
BC-0113-23-A-COY-01-MV,MV,1/13/23,11:00,48.58045,-120.15465,BC-0113-23-A-CO,Coyote,Walk,Adult,-1,5.5,6.333333333,262.5,264.25,263.8333333,6,5,2.1,2.45,2.433333333,2.4,2.12,0,0,0,0,0,0,0,0,0,0,Open Forest
EM-0113-23-B-COU-04-MV,MV,1/13/23,10:00,48.59617,-120.16297,EM-0113-23-B-CO,Cougar,Walk,Adult,-1.5,6.25,26.33333333,248.5,266.75,288.1666667,11,11.5,2.3,2.8,3,2.925,2.66,1,1,1,1,1,1,4,4,4,4,Open Forest
EM-0113-23-B-COU-03-MV,MV,1/13/23,9:50,48.9562,-120.16305,EM-0113-23-B-CO,Cougar,Walk,Adult,-1.5,4.5,6.333333333,310,314.75,317.3333333,10.5,11,2.6,3.15,3.3,3.05,2.76,0,0,1,1,1,0,0,3,3,3,Open Forest
EM-0113-23-C-DR-01-MV,MV,1/13/23,10:25,48.59818,-120.16305,No,Deer,Walk,Adult,-1,4.5,6.333333333,435.5,418,452.1666667,6.5,4.5,4.1,4.05,3.533333333,3.15,2.956521739,1,1,1,1,1,7,12,12,12,12,Road
EC-0113-23-A-COU-02-MV,MV,1/13/23,9:23,48.59611,-120.16311,EC-0113-23-A-CO,Cougar,Walk,Adult,-1.5,0.75,3.5,357.5,326.75,323.6666667,10.5,10.5,2.8,2.9,2.333333333,1.975,1.717391304,0,0,0,0,0,0,0,0,0,0,Open Forest
EC-0113-23-A-COU-01-MV,MV,1/13/23,9:16,48.59617,-120.16327,EC-0113-23-A-CO,Cougar,Walk,Adult,-1.5,6,24.66666667,185.5,222,246,10.5,11,2.6,2.65,2.766666667,3,2.8,0,0,0,0,0,0,0,0,0,0,Road
MV011421-1-MV,MV,1/14/23,,48.36654,-120.40735,No,Moose,NA,Adult,-9999,0,6.333333333,446,456.75,452.6666667,12,10,4.7,4.35,4.533333333,4.65,4.645833333,1,1,1,1,1,7,7,16,26,31,NA
CC-0115-23-B-COY-03-MV,MV,1/15/23,11:38,48.60527,-120.27337,No,Coyote,Walk,Adult,-1,8.25,16.83333333,288,246.25,268,7.5,4.5,2.2,2.6,2.733333333,2.9,3.12,0,0,0,1,1,0,0,0,2,7,Open Forest
CC-0115-23-A-COY-01-MV,MV,1/15/23,10:14,48.60678,-120.27399,CC-0115-23-A-CO,Coyote,Walk,Adult,-1,8.5,23.5,198.5,189.75,196.3333333,6.5,5,2,2.2,2.466666667,2.65,2.72,0,0,0,1,1,0,0,0,1,1,Open Forest
CC-0115-23-A-COY-02-MV,MV,1/15/23,10:39,48.60673,-120.27407,CC-0115-23-A-CO,Coyote,Walk,Adult,-1,8,19.5,205.5,198.25,214.3333333,7,5.5,2,2.4,2.6,2.9,2.92,0,0,0,1,1,0,0,0,4,4,Open Forest
BC-0116-23-A-COY-04-MV,MV,1/16/23,16:15,48.58192,-120.15039,BC-0116-23-A-CO,Coyote,Walk,Adult,-2,3.5,4.833333333,345,320.5,343.5,6,5.5,2.8,2.9,3.033333333,2.775,2.38,0,0,1,1,1,0,0,1,1,1,Road
BC-0116-23-A-COY-03-MV,MV,1/16/23,16:08,48.58194,-120.15045,BC-0116-23-A-CO,Coyote,Walk,Adult,-2,3.75,10.66666667,348.5,318.5,306.1666667,7.5,7,2.4,2.3,2.666666667,2.625,2.5,0,0,0,0,0,0,0,0,0,0,Road
BC-0116-23-A-COY-02-MV,MV,1/16/23,15:14,48.579,-120.16017,BC-0116-23-A-CO,Coyote,Walk,Adult,-1,5,4.5,306.5,309.5,304.5,8,6,2.2,2.45,2.6,2.625,2.5,0,0,0,0,0,0,0,0,0,0,Road
UC-0117-23-A-MOO-01-MV,MV,1/17/23,13:57,48.78657,-120.08772,UC-0117-23-A-MO,Moose,Trot,Adult,-4.5,0,44,294.5,309.5,324,18,15,2.8,3.1,3.3,3.075,2.68,0,0,0,0,0,0,0,0,0,0,Open Forest
UC-0117-23-A-MOO-02-MV,MV,1/17/23,14:16,48.78669,-120.08773,UC-0117-23-A-MO,Moose,Trot,Adult,-4.5,0,42.5,254.5,285.25,334,20,14,2.8,2.75,2.833333333,2.625,2.38,0,0,0,0,0,0,0,0,0,0,Open Forest
EC-0117-23-C-MOO-01-MV,MV,1/17/23,11:43,48.71299,-120.12004,EC-0117-23-C-MO,Moose,Walk,Adult,-3.5,0,25.66666667,262,309.5,361.8333333,18,12,4.2,3.8,3.533333333,3.2,3.19047619,1,1,1,1,1,2,2,2,2,2,Road
BC-0117-23-C-MOO-01-MV,MV,1/17/23,12:51,48.71674,-120.12412,BC-0117-23-C-MO,Moose,Walk,Adult,-4,0,55,259,280.5,294.8333333,14,14,3.8,3.6,3.2,3.175,2.94,0,1,1,1,1,0,2,2,2,2,Road
BC-0117-23-C-MOO-02-MV,MV,1/17/23,12:50,48.71676,-120.12424,BC-0117-23-C-MO,Moose,Walk,Adult,-4,0,3.25,300,308.5,324.3333333,11,11,3.8,3.8,3.533333333,3.5,3.24,0,0,0,0,0,0,0,0,0,0,Road
BC-0117-23-B-COU-01-MV,MV,1/17/23,10:12,48.61991,-120.16066,BC-0117-23-B-CO,Cougar,Walk,Adult,-7.5,0,0.666666667,283.5,326.75,395.8333333,8,7.5,4.1,3.15,3.066666667,3.175,2.957446809,1,1,1,1,1,1,1,1,1,1,Road
BC-0117-23-B-COU-02-MV,MV,1/17/23,10:15,48.6199,-120.16074,BC-0117-23-B-CO,Cougar,Walk,Adult,-7.5,0,0.5,261.5,311.5,382.8333333,9,8,3.6,2.8,2.833333333,2.95,2.957446809,0,0,0,0,0,0,0,0,0,0,Road
BC-0117-23-A-MD-02-MV,MV,1/17/23,8:45,48.57263,-120.16959,No,Deer,Walk,Juvenile,-7,0.25,1.166666667,434.5,493.75,516.1666667,5,4,4.5,4.5,4.333333333,4.1,3.74,1,1,1,1,1,5,10,10,10,10,Road
SB-0118-23-A-WTD-01-MV,MV,1/18/23,16:20,48.5693,-120.36862,No,Deer,Walk,Adult,-1.5,1.75,2.333333333,299,335.25,371,12,6,3,3,3.1,3.075,2.9,1,1,1,1,1,3,3,3,3,3,Riparian
BC-0119-23-G-MOO-02-MV,MV,1/19/23,13:48,48.59458,-120.09448,BC-0119-23-G-MO,Moose,Walk,Adult,-1,3,5.833333333,429.5,441,441,11,10,3,3.8,3.966666667,3.972972973,3.972972973,1,1,1,1,1,5,11,14,14,14,Road
BC-0119-23-G-MOO-01-MV,MV,1/19/23,13:48,48.59452,-120.09499,BC-0119-23-G-MO,Moose,Walk,Adult,-1,3.5,6,385.5,416.5,420.4,12,8,4.2,4.55,4.533333333,4.05,4.05,1,1,1,1,1,8,17,22,22,22,Road
BC-0119-23-H-MD-02-MV,MV,1/19/23,14:31,48.59303,-120.09744,BC-0119-23-H-MD,Deer,Walk,Adult,-1.5,3,8.166666667,329.5,314,314,7,5,2.3,2.5,2.333333333,2.088235294,2.088235294,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0119-23-H-MD-01-MV,MV,1/19/23,14:31,48.59304,-120.09756,BC-0119-23-H-MD,Deer,Walk,Adult,-1.5,3.25,7.166666667,306,301.5,295.1666667,6,5.5,2.9,3.35,3.266666667,2.95,2.80952381,1,1,1,1,1,3,6,8,8,8,Open Forest
BC-0119-23-E-WLF-06-MV,MV,1/19/23,11:33,48.58908,-120.13411,BC-0119-23-E-WL,Wolf,Walk,Adult,-6,2.5,6.333333333,231.5,251.5,251.5,10.5,11,3.1,2.95,2.433333333,2.05,2,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0119-23-D-WLF-04-MV,MV,1/19/23,11:01,48.58896,-120.13421,BC-0119-23-D-WL,Wolf,Walk,Adult,-8,3,4.333333333,281,293.25,287.6666667,12,10,2.8,3.4,3.3,3.15,3.106382979,0,0,1,1,1,0,0,3,3,3,Open Forest
BC-0119-23-E-WLF-05-MV,MV,1/19/23,11:23,48.58914,-120.13442,BC-0119-23-E-WL,Wolf,Walk,Adult,-6,2.25,2.166666667,270,259.5,259.5,11.5,11.5,2.7,2.95,3,3,3,1,1,1,1,1,2,6,6,6,6,Open Forest
BC-0119-23-C-WLF-01-MV,MV,1/19/23,10:27,48.58881,-120.13549,BC-0119-23-C-WL,Wolf,Walk,Adult,-10.5,2.75,3,278.5,267,282.6666667,11,12,2.8,2.95,2.8,2.825,2.58,0,0,1,1,1,0,0,0,1,1,Riparian
BC-0119-23-B-DR-03-MV,MV,1/19/23,9:33,48.5866,-120.1468,BC-0119-23-B-DR,Deer,Walk,Unknown,-6.5,0.5,21.33333333,272.5,263.25,263.25,7.5,5.5,3.4,2.95,3.366666667,3.424242424,3.424242424,1,1,1,1,1,3,3,5,5,5,Open Forest
BC-0119-23-B-DR-04-MV,MV,1/19/23,9:35,48.58661,-120.14691,BC-0119-23-B-DR,Deer,Walk,Unknown,-6.5,2.25,30.66666667,223,252.25,260.8333333,7.5,6,3.2,3.6,3.5,3.394736842,3.394736842,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0119-23-A-DR-01-MV,MV,1/19/23,8:45,48.56052,-120.15491,BC-0119-23-A-DR,Deer,Walk,Unknown,-9,2.5,5.333333333,296,293,300,6.5,6,2.8,3.35,3.3,3.075,2.86,0,1,1,1,1,0,2,3,3,3,Open Forest
BC-0119-23-A-DR-02-MV,MV,1/19/23,8:55,48.58073,-120.15506,BC-0119-23-A-DR,Deer,Walk,Unknown,-9,3,4,269,283.25,296.5,7.5,6,3.1,3.45,3.433333333,3.375,3.1,0,0,1,1,1,0,0,1,4,4,Open Forest
SS-0120-23-D-DR-05-MV,MV,1/20/23,12:28,48.35171,-119.88092,SS-0120-23-D-DR,Deer,Walk,Unknown,-3.5,4.5,11.66666667,245.5,292.5,314.5,8.5,7,2.2,3.1,3.4,3.375,3.36,0,0,0,0,0,0,0,0,0,0,Open Forest
SS-0120-23-D-DR-06-MV,MV,1/20/23,12:28,48.35171,-119.88092,SS-0120-23-D-DR,Deer,Walk,Unknown,-3.5,4.5,10.83333333,245.5,292.5,314.5,9,7,2.2,3.1,3.4,3.375,3.36,0,0,0,0,0,0,0,0,0,0,Open Forest
SS-0120-23-E-COY-03-MV,MV,1/20/23,12:31,48.35168,-119.88109,No,Coyote,Walk,Unknown,-2.5,5.75,6.333333333,242.5,272.5,272.3333333,7,5.5,1.7,2.95,3,3.25,3.14,1,1,1,1,1,1,3,3,8,8,Open Forest
SS-0120-23-E-DR-07-MV,MV,1/20/23,12:31,48.35168,-119.88109,No,Deer,Walk,Unknown,-2.5,5.75,9.166666667,242.5,272.5,272.3333333,6.5,6.5,1.7,2.95,3,3.25,3.14,1,1,1,1,1,1,3,3,8,8,Open Forest
SS-0120-23-C-DR-03-MV,MV,1/20/23,10:54,48.35188,-119.89313,SS-0120-23-C-DR,Deer,Walk,Unknown,-3,10.75,18.5,116,223.75,241.5,11,7,1,1.9,2.366666667,2.525,2.7,0,0,0,0,0,0,0,0,0,0,Open Forest
SS-0120-23-C-DR-04-MV,MV,1/20/23,10:54,48.35188,-119.89313,SS-0120-23-C-DR,Deer,Walk,Unknown,-3,10,16.5,135,247,288.1666667,7,6,1,2.05,2.533333333,2.875,2.9,0,1,1,1,1,0,3,5,5,5,Open Forest
SS-0120-23-B-DR-02-MV,MV,1/20/23,10:11,48.35467,-119.89611,SS-0120-23-B-DR,Deer,Walk,Unknown,-8,2.5,10.33333333,291.5,359.75,366.8333333,6,6,3,3.65,3.566666667,3.871794872,3.871794872,0,1,1,1,1,0,3,3,7,7,Road
SS-0120-23-B-DR-01-MV,MV,1/20/23,10:11,48.35474,-119.89619,SS-0120-23-B-DR,Deer,Walk,Unknown,-8,3.25,6.666666667,348.5,374,392.6666667,7,7,2.4,2.7,3.066666667,3.35,3.2,0,0,1,1,1,0,0,4,6,8,Road
SS-0120-23-A-COY-01-MV,MV,1/20/23,9:21,48.35998,-119.89844,SS-0120-23-A-CO,Coyote,Walk,Unknown,-6.5,8.25,9.666666667,96,179.75,218.6666667,7.5,7,1,1.8,2.3,2.675,2.8,0,0,0,0,0,0,0,0,0,0,Open Forest
SS-0120-23-A-COY-02-MV,MV,1/20/23,9:21,48.35999,-119.89847,SS-0120-23-A-CO,Coyote,Walk,Unknown,-6.5,9,9.5,122,191.5,223.6666667,9,7.5,1.1,2.25,2.833333333,2.875,2.98,0,0,0,0,0,0,0,0,0,0,Open Forest
BC-0121-23-A-BOB-01-MV,MV,1/21/23,8:41,48.59793,-120.16318,No,Bobcat,Walk,Adult,-15,2.5,3,301,297.5,319,5,4.5,3.1,3.1,3.2,3.025,2.82,1,1,1,1,1,1,1,3,3,3,Road
BC-0121-23-A-COU-01-MV,MV,1/21/23,8:41,48.59793,-120.16318,BC-0121-23-A-CO,Cougar,Walk,Adult,-15,2.5,3.333333333,301,297.5,319,8,7.5,3.1,3.1,3.2,3.025,2.82,1,1,1,1,1,1,1,3,3,3,Road
BC-0121-23-A-COU-02-MV,MV,1/21/23,8:54,48.59804,-120.16319,BC-0121-23-A-CO,Cougar,Walk,Adult,-13,2.5,3,326,329,330.1666667,9,9,2.8,3.1,3.3,3.275,3.104166667,0,0,1,1,1,0,0,2,2,2,Shrub
BC-0121-23-B-COU-03-MV,MV,1/21/23,9:25,48.59842,-120.16454,BC-0121-23-B-CO,Cougar,Walk,Adult,-15,2.25,3,282.5,285.5,297.3333333,9.5,9,3.3,3.5,3.4,3.275,3.02,1,1,1,1,1,2,4,5,6,6,Riparian
BC-0121-23-B-COU-04-MV,MV,1/21/23,9:35,48.59848,-120.16458,BC-0121-23-B-CO,Cougar,Walk,Adult,-14.5,1.75,2.5,296.5,298.75,303.6666667,9,8.5,3.5,3.05,2.9,2.8,2.64,1,1,1,1,1,5,7,9,9,9,Riparian
BC-0121-23-C-COU-05-MV,MV,1/21/23,9:49,48.59929,-120.16506,BC-0121-23-C-CO,Cougar,Walk,Adult,-11,2,2.666666667,360.5,344,337.6666667,9,8,3.4,3.4,3.566666667,3.425,3.2,0,1,1,1,1,0,2,3,3,3,Open Forest
TR-0121-23-A-BOB-01-MV,MV,1/21/23,12:41,48.38775,-120.43781,TR-0121-23-A-BO,Bobcat,Walk,Adult,-6.5,0.25,0.166666667,397,415.75,398.6666667,5.5,5,4.5,4.05,4.1,3.875,3.5,1,1,1,1,1,6,10,15,15,15,Open Forest
TR-0121-23-A-BOB-02-MV,MV,1/21/23,12:58,48.38772,-120.43784,TR-0121-23-A-BO,Bobcat,Walk,Adult,-7,0,0,281,330.5,334.3333333,5,5,4.4,4.3,4.2,4.2,4.06,1,1,1,1,1,4,6,6,8,8,Open Forest
PR-0127-23-A-MOO-01-DENA,DENA,1/27/23,12:10,63.71633,-149.03233,PR-0127-23-A-MO,Moose,Walk,Unknown,-16.5,14,29.66666667,79.5,113.75,139.1666667,17,12,1,1,1,1.325,1.680851064,0,0,0,0,0,0,0,0,0,0,Road
PR-0127-23-A-MOO-02-DENA,DENA,1/27/23,12:25,63.71653,-149.03251,PR-0127-23-A-MO,Moose,Walk,Unknown,-16.5,13,26.33333333,94,120.5,130.1666667,16,12,1,1,1,1.15,1.209302326,0,0,0,0,0,0,0,0,0,0,Road
SR-0129-23-A-WLF-03-DENA,DENA,1/29/23,14:48,63.73452,-149.2955,SR-0129-23-A-WL,Wolf,Walk,Adult,-3.5,0,0.166666667,318.5,315.75,315.75,12,11.5,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,Riparian
PR-0129-23-A-WLF-01-DENA,DENA,1/29/23,12:00,63.77855,-149.30075,PR-0129-23-A-WL,Wolf,Walk,Adult,-3,0,0.166666667,274,313.5,322.3333333,11.5,11,3.6,3.3,3.1,3.025,3.06,0,0,0,0,0,0,0,0,0,0,Shrub
PR-0129-23-A-WLF-02-DENA,DENA,1/29/23,12:20,63.7389,-149.30076,PR-0129-23-A-WL,Wolf,Walk,Adult,-3,4.75,14.5,182,209.75,252,10.5,11,1.6,2.1,2.633333333,2.725,2.78,0,0,0,0,0,0,0,0,0,0,Shrub
PR-0130-23-A-MOO-01-DENA,DENA,1/30/23,10:27,63.71783,-149.25611,No,Moose,Walk,Unknown,-5,8.25,38.33333333,125.5,181.5,210.3333333,16,13,1.5,1.3,1.2,1.15,1.44,0,0,0,0,0,0,0,0,0,0,Open Forest
ST-0211-23-A-BOU-02-DENA,DENA,2/11/23,14:58,63.89514,-149.58618,ST-0211-23-A-BO,Caribou,Walk,Unknown,-18.5,11.5,49.83333333,139,174.5,198.3333333,13,11,1.6,1.75,1.666666667,1.75,1.82,0,0,0,0,0,0,0,0,0,0,Open Forest
ST-0211-23-A-BOU-01-DENA,DENA,2/11/23,14:41,63.89531,-149.5862,ST-0211-23-A-BO,Caribou,Walk,Unknown,-17,1,3.833333333,399,392,375.3333333,16,13,3.9,3.75,3.6,3.325,3.390243902,0,0,0,0,0,0,0,0,0,0,Road
ST-0211-23-B-BOU-04-DENA,DENA,2/11/23,16:10,63.88792,-149.59126,ST-0211-23-B-BO,Caribou,Walk,Unknown,-24,6.5,27.33333333,176.5,207.5,230.1666667,13,11,2.6,2.05,2.366666667,2.325,2.26,0,0,0,0,0,0,0,0,0,0,Open Forest
